,player_id,player_display_name,position,season,carries,rushing_yards,rushing_tds,rushing_first_downs,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,fantasy_points_ppr,interceptions,sack_fumbles,sack_fumbles_lost,rushing_fumbles,rushing_fumbles_lost,receiving_fumbles,receiving_fumbles_lost,passing_yards,passing_tds,passing_2pt_conversions,receiving_2pt_conversions,gsis_id,sleeper_id
345,00-0035973,Patrick Taylor,RB,2022,1,6.0,0,1.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035973,6963
346,00-0035993,Tyler Huntley,QB,4044,19,72.0,1,6.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,22.200000000000003,1.0,0,0,1.0,0.0,0.0,0.0,275.0,0,0,0,00-0035993,7083
347,00-0036005,Noah Togiai,TE,2022,0,0.0,0,0.0,0,0,1,0.0,0,4.0,0.0,0.0,-0.6405635392293334,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036005,7404
348,00-0036020,Salvon Ahmed,RB,6066,5,14.0,0,1.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.4000000000000001,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036020,6918
349,00-0036032,Sean McKeon,TE,4044,0,0.0,0,0.0,0,2,3,11.0,0,1.0,7.0,1.0,0.15023799089249223,3.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036032,6964
350,00-0036040,Juwan Johnson,TE,24264,0,0.0,0,0.0,0,31,49,349.0,5,420.0,124.0,15.0,9.421638060909387,95.9,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036040,7002
351,00-0036096,J.J. Taylor,RB,2022,10,9.0,0,0.0,0,1,1,8.0,0,3.0,5.0,0.0,0.8876697216182947,2.7,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036096,
352,00-0036133,James Proche,WR,10110,0,0.0,0,0.0,0,8,12,62.0,0,78.0,16.0,3.0,-1.405633794842288,12.200000000000001,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036133,6957
353,00-0036145,Lawrence Cager,TE,10110,0,0.0,0,0.0,0,5,9,49.0,1,68.0,36.0,3.0,-8.756780484225601,15.9,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036145,7106
354,00-0036158,J.K. Dobbins,RB,10110,50,243.0,2,15.0,0,6,6,39.0,1,3.0,36.0,3.0,1.6661835570121184,52.2,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036158,6806
355,00-0036165,Isaiah Hodgins,WR,12132,0,0.0,0,0.0,0,21,27,224.0,2,272.0,57.0,14.0,8.390544821653748,55.400000000000006,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0,0,1,00-0036165,6920
356,00-0036176,Mason Kinsey,WR,2022,0,0.0,0,0.0,0,1,1,3.0,0,3.0,0.0,0.0,0.004852446261793375,1.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036176,7436
357,00-0036182,Nick Westbrook-Ikhine,WR,22242,0,0.0,0,0.0,0,22,41,370.0,3,537.0,104.0,17.0,7.236805569996871,77.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036182,7496
358,00-0036187,Reggie Gilliam,FB,6066,0,0.0,0,0.0,0,7,9,57.0,1,56.0,44.0,3.0,3.0676668639061972,18.7,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036187,7204
359,00-0036194,Devin Asiasi,TE,4044,0,0.0,0,0.0,0,0,2,0.0,0,54.0,0.0,0.0,-0.9422734071267769,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036194,6956
360,00-0036196,Gabe Davis,WR,24264,0,0.0,0,0.0,0,38,71,696.0,6,1077.0,140.0,29.0,17.473888521183987,143.6,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036196,6943
361,00-0036212,Tua Tagovailoa,QB,22242,22,63.0,0,4.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,202.46,5.0,2,1,1.0,0.0,0.0,0.0,3004.0,22,0,0,00-0036212,6768
362,00-0036219,Marquez Callaway,WR,18198,0,0.0,0,0.0,0,16,31,158.0,1,363.0,35.0,11.0,-5.768205107430354,37.800000000000004,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036219,6989
363,00-0036223,Jonathan Taylor,RB,20220,192,861.0,4,39.0,0,27,39,130.0,0,-63.0,185.0,4.0,-17.328657552197992,144.1,0.0,0,0,3.0,3.0,0.0,0.0,0.0,0,0,0,00-0036223,6813
364,00-0036226,Jacob Eason,QB,2022,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.3599999999999999,1.0,0,0,0.0,0.0,0.0,0.0,59.0,0,0,0,00-0036226,
365,00-0036228,Dezmon Patmon,WR,2022,0,0.0,0,0.0,0,2,6,24.0,0,73.0,7.0,1.0,-7.643115597777069,4.4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036228,6985
366,00-0036232,Harrison Bryant,TE,22242,1,8.0,0,1.0,0,25,35,193.0,1,215.0,89.0,10.0,2.0894619828424057,51.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036232,6850
367,00-0036233,Donovan Peoples-Jones,WR,26286,1,2.0,0,0.0,0,53,80,751.0,1,958.0,145.0,29.0,17.50378669543831,138.3,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0,0,0,00-0036233,6824
368,00-0036244,Colby Parkinson,TE,20220,0,0.0,0,0.0,0,15,19,194.0,1,135.0,111.0,9.0,7.718563301488757,40.400000000000006,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036244,6865
369,00-0036250,Tyler Davis,TE,10110,0,0.0,0,0.0,0,4,7,26.0,0,27.0,27.0,1.0,-6.4450322380289435,6.6,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036250,7131
370,00-0036251,Zack Moss,RB,18198,24,122.0,0,4.0,0,7,8,27.0,0,-5.0,29.0,1.0,-3.666988941375166,19.9,0.0,0,0,1.0,1.0,0.0,0.0,0.0,0,0,0,00-0036251,6845
371,00-0036252,Michael Pittman,WR,24264,0,0.0,0,0.0,0,76,107,755.0,2,693.0,297.0,40.0,19.173309386829246,161.5,0.0,0,0,0.0,0.0,2.0,1.0,0.0,0,0,0,00-0036252,6819
372,00-0036255,Denzel Mims,WR,14154,0,0.0,0,0.0,0,10,22,173.0,0,274.0,72.0,6.0,1.6376950068040856,27.300000000000004,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036255,6849
373,00-0036259,Jauan Jennings,WR,24264,0,0.0,0,0.0,0,27,43,308.0,1,323.0,149.0,19.0,10.27849673241144,63.8,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,00-0036259,7049
374,00-0036261,Brandon Aiyuk,WR,26286,1,7.0,0,0.0,0,58,86,755.0,7,829.0,308.0,33.0,32.809622508272184,174.20000000000002,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0,0,0,00-0036261,6803
375,00-0036264,Jordan Love,QB,6066,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,11.44,0.0,0,0,0.0,0.0,0.0,0.0,186.0,1,0,0,00-0036264,6804
376,00-0036265,A.J. Dillon,RB,26286,143,624.0,3,35.0,0,23,33,159.0,0,13.0,150.0,7.0,-4.104950899129913,119.30000000000001,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,00-0036265,6828
377,00-0036268,Laviska Shenault,WR,18198,7,57.0,1,1.0,0,21,24,198.0,1,-22.0,233.0,7.0,9.401358185103163,58.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036268,6814
378,00-0036271,Quez Watkins,WR,24264,1,-3.0,0,0.0,0,26,35,315.0,3,336.0,121.0,11.0,5.398123555859197,73.2,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0,0,0,00-0036271,6927
379,00-0036275,D'Andre Swift,RB,20220,70,375.0,4,14.0,1,31,45,253.0,2,22.0,300.0,13.0,6.544478336141894,131.8,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,00-0036275,6790
380,00-0036277,Quintez Cephus,WR,2022,0,0.0,0,0.0,0,2,3,15.0,0,14.0,4.0,1.0,2.9725595135823824,3.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036277,6895
381,00-0036290,Cole Kmet,TE,26286,2,9.0,0,1.0,0,35,50,408.0,5,394.0,174.0,20.0,6.628076159695707,106.69999999999999,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,00-0036290,6826
382,00-0036297,Darrynton Evans,RB,4044,12,55.0,0,3.0,0,1,1,33.0,0,2.0,31.0,1.0,2.579272797971498,9.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036297,7064
383,00-0036309,Darnell Mooney,WR,22242,1,2.0,0,0.0,0,40,61,493.0,2,731.0,164.0,20.0,15.445919421472997,101.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036309,7090
384,00-0036313,Braden Mann,P,4044,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.68,0.0,1,0,0.0,0.0,0.0,0.0,17.0,0,0,0,00-0036313,
385,00-0036322,Justin Jefferson,WR,26286,4,24.0,1,2.0,0,99,142,1500.0,6,1505.0,498.0,62.0,67.64430833752316,296.76,0.0,0,0,0.0,0.0,0.0,0.0,34.0,0,0,1,00-0036322,6794
386,00-0036326,Chase Claypool,WR,26286,9,59.0,0,3.0,0,44,72,422.0,1,658.0,137.0,22.0,-2.9403342492929863,100.14,0.0,0,0,0.0,0.0,1.0,1.0,1.0,1,0,0,00-0036326,6886
387,00-0036328,Antonio Gibson,RB,26286,139,515.0,3,31.0,0,42,51,326.0,2,56.0,270.0,16.0,3.247969864185539,156.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036328,6945
388,00-0036329,Ashtyn Davis,SS,2022,1,2.0,0,1.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.2,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036329,
389,00-0036331,Devin Duvernay,WR,26286,12,84.0,1,7.0,0,35,46,378.0,3,429.0,133.0,18.0,17.947590624011355,111.2,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036331,6847
390,00-0036332,Josiah Deguara,TE,14154,0,0.0,0,0.0,0,11,13,106.0,0,44.0,60.0,4.0,3.6279468922293745,21.6,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036332,7050
391,00-0036336,Anthony McFarland,RB,2022,6,30.0,0,3.0,0,2,2,11.0,0,-4.0,15.0,1.0,-0.4527095224475488,6.1000000000000005,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036336,6878
392,00-0036345,K.J. Osborn,WR,26286,3,6.0,0,2.0,0,35,57,300.0,3,483.0,111.0,15.0,-3.167176797557607,83.60000000000001,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036345,7066
393,00-0036355,Justin Herbert,QB,26286,45,143.0,0,14.0,0,2,2,-10.0,0,-15.0,5.0,0.0,-2.787758179299999,231.54000000000002,7.0,4,2,2.0,0.0,0.0,0.0,3706.0,21,1,0,00-0036355,6797
394,00-0036358,CeeDee Lamb,WR,26286,9,46.0,0,3.0,0,74,117,961.0,6,1182.0,348.0,50.0,35.13023428023551,210.70000000000002,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036358,6786
395,00-0036360,Clyde Edwards-Helaire,RB,20220,71,302.0,3,15.0,0,17,23,151.0,3,10.0,144.0,11.0,10.229611164977541,98.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036360,6820
396,00-0036365,Bryan Edwards,WR,8088,0,0.0,0,0.0,0,3,5,15.0,0,39.0,9.0,0.0,-5.9509937554339745,4.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036365,
397,00-0036370,Joshua Kelley,RB,16176,36,167.0,1,9.0,0,10,16,78.0,0,13.0,81.0,4.0,-1.0162954205297865,40.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036370,7045
398,00-0036383,Eno Benjamin,RB,20220,73,300.0,2,14.0,1,24,33,184.0,0,-39.0,222.0,10.0,4.193206166915383,86.4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036383,6951
399,00-0036387,Jalen Reagor,WR,16176,2,25.0,0,1.0,0,6,9,87.0,1,116.0,27.0,4.0,6.485293023753911,23.200000000000003,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036387,6798
400,00-0036389,Jalen Hurts,QB,26286,139,686.0,10,59.0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,334.88,3.0,4,2,5.0,0.0,0.0,0.0,3157.0,22,0,0,00-0036389,6904
401,00-0036407,Jerry Jeudy,WR,22242,1,1.0,0,1.0,0,42,68,587.0,6,808.0,247.0,27.0,28.798551928000094,136.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036407,6783
402,00-0036410,Tee Higgins,WR,22242,0,0.0,0,0.0,0,60,85,861.0,5,910.0,239.0,40.0,46.03116065318331,176.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036410,6801
403,00-0036412,K.J. Hamler,WR,12132,2,23.0,0,1.0,0,7,14,165.0,0,367.0,23.0,3.0,-0.5066834155915529,25.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036412,6805
404,00-0036414,Cam Akers,RB,22242,113,376.0,4,21.0,0,4,8,19.0,0,40.0,18.0,2.0,0.5289531227608677,63.5,0.0,0,0,2.0,2.0,0.0,0.0,0.0,0,0,0,00-0036414,6938
405,00-0036415,Van Jefferson,WR,12132,0,0.0,0,0.0,0,13,27,180.0,3,419.0,16.0,11.0,-0.27803767973091453,49.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036415,6853
406,00-0036422,Adam Trautman,TE,18198,0,0.0,0,0.0,0,16,19,173.0,1,101.0,98.0,7.0,7.1004958597477525,39.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036422,6869
407,00-0036423,Albert Okwuegbunam,TE,8088,0,0.0,0,0.0,0,7,11,50.0,0,25.0,39.0,2.0,-2.8349613028694876,12.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036423,6843
408,00-0036424,Brycen Hopkins,TE,8088,0,0.0,0,0.0,0,3,6,31.0,0,36.0,17.0,1.0,-4.4872192703565315,6.1000000000000005,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036424,6926
409,00-0036425,DeeJay Dallas,RB,16176,24,104.0,0,5.0,0,7,8,42.0,0,4.0,43.0,2.0,-0.006119402241893113,19.6,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036425,6931
410,00-0036429,Charlie Woerner,TE,4044,0,0.0,0,0.0,0,0,2,0.0,0,43.0,0.0,0.0,-1.4161579795181751,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036429,7075
411,00-0036438,Stephen Sullivan,TE,6066,0,0.0,0,0.0,0,2,4,46.0,0,48.0,21.0,2.0,1.8732799913268536,6.6000000000000005,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036438,6970
412,00-0036439,Tyrie Cleveland,WR,6066,0,0.0,0,0.0,0,2,7,28.0,0,99.0,17.0,1.0,-4.329919437528258,4.800000000000001,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036439,
413,00-0036442,Joe Burrow,QB,26286,65,234.0,5,24.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,290.8,9.0,4,2,0.0,0.0,0.0,0.0,3685.0,27,2,0,00-0036442,6770
414,00-0036450,Ke'Shawn Vaughn,RB,6066,8,21.0,0,1.0,0,1,2,11.0,0,-2.0,12.0,1.0,0.6767641033256868,4.199999999999999,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036450,6885
415,00-0036482,Mike Strachan,WR,8088,0,0.0,0,0.0,0,3,8,59.0,0,95.0,13.0,3.0,-2.101225754877546,8.9,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036482,7944
416,00-0036493,Deon Jackson,RB,16176,44,136.0,1,9.0,0,20,22,124.0,0,-17.0,139.0,5.0,-3.6501431016949937,52.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036493,7551
417,00-0036497,Tim Jones,WR,8088,0,0.0,0,0.0,0,3,4,30.0,0,7.0,21.0,1.0,1.1887424494489096,6.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036497,8013
418,00-0036527,D.J. Turner,WR,4044,4,26.0,0,1.0,0,0,1,0.0,0,-3.0,0.0,0.0,-0.8949172320490386,2.6,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036527,7989
419,00-0036534,Shane Zylstra,TE,8088,0,0.0,0,0.0,0,4,5,23.0,1,40.0,1.0,2.0,1.3501543683814816,12.299999999999999,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036534,8041
420,00-0036543,Spencer Brown,RB,4044,9,43.0,0,1.0,0,2,4,10.0,0,35.0,12.0,0.0,-2.3898130847373977,7.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036543,7867
421,00-0036550,Rashod Bateman,WR,12132,0,0.0,0,0.0,0,15,28,285.0,2,374.0,133.0,7.0,2.6476170575045193,53.5,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0,0,0,00-0036550,7571
422,00-0036554,Nico Collins,WR,20220,0,0.0,0,0.0,0,37,66,481.0,2,744.0,163.0,21.0,-1.3270556627888639,97.10000000000001,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036554,7569
423,00-0036555,Chuba Hubbard,RB,16176,55,250.0,2,17.0,0,8,10,61.0,0,6.0,58.0,3.0,-2.331870565623501,51.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036555,7594
424,00-0036556,Brevin Jordan,TE,12132,0,0.0,0,0.0,0,10,22,78.0,0,140.0,55.0,4.0,-16.9837687252746,17.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036556,7568
425,00-0036567,Elijah Mitchell,RB,8088,40,224.0,0,11.0,0,3,4,7.0,0,-7.0,16.0,0.0,-2.0129036577418447,26.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036567,7561
426,00-0036569,Gary Brightwell,RB,10110,14,73.0,1,5.0,0,4,5,36.0,0,3.0,33.0,4.0,2.4878728193580173,20.900000000000002,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036569,7529
427,00-0036572,Shi Smith,WR,22242,0,0.0,0,0.0,0,16,31,185.0,1,250.0,68.0,9.0,-12.794819236565864,38.5,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0,0,0,00-0036572,7603
428,00-0036590,Quintin Morris,TE,10110,0,0.0,0,0.0,0,7,10,70.0,0,68.0,33.0,5.0,-2.001391872644264,12.0,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0,0,0,00-0036590,7536
429,00-0036613,Jaylen Waddle,WR,26286,2,17.0,0,0.0,0,59,94,1003.0,6,1149.0,342.0,49.0,56.875848536384005,195.0,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0,0,0,00-0036613,7526
430,00-0036620,D'Wayne Eskridge,WR,16176,2,10.0,0,0.0,0,7,13,58.0,0,54.0,46.0,4.0,-1.964823661281784,13.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036620,7612
431,00-0036626,Dyami Brown,WR,12132,0,0.0,0,0.0,0,5,12,143.0,2,267.0,31.0,5.0,6.1753976795007475,31.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036626,7587
432,00-0036628,John Bates,TE,18198,0,0.0,0,0.0,0,14,22,108.0,1,114.0,54.0,4.0,-2.8533656677464023,30.8,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,00-0036628,7716
433,00-0036630,Tylan Wallace,WR,8088,0,0.0,0,0.0,0,3,6,21.0,0,87.0,4.0,0.0,-3.723437585053034,5.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036630,7595
434,00-0036635,Ihmir Smith-Marsette,WR,6066,1,-1.0,0,0.0,0,1,4,15.0,0,28.0,5.0,0.0,-8.025093835021835,0.4,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0,0,0,00-0036635,
435,00-0036637,Noah Gray,TE,26286,1,1.0,1,1.0,0,22,28,234.0,1,171.0,116.0,11.0,8.804296841321047,57.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036637,7828
436,00-0036646,Simi Fehoko,WR,4044,0,0.0,0,0.0,0,3,4,24.0,0,51.0,10.0,1.0,-1.1463221836526871,5.4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036646,7812
437,00-0036652,Racey McMath,WR,2022,0,0.0,0,0.0,0,0,4,0.0,0,107.0,0.0,0.0,-4.94682862283662,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036652,7793
438,00-0036654,Demetric Felton,RB,6066,1,-4.0,0,0.0,0,1,3,3.0,0,16.0,6.0,0.0,-1.5217328791040927,0.9,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036654,7609
439,00-0036669,Kylin Hill,RB,2022,1,7.0,0,1.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.7000000000000001,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036669,
440,00-0036671,Dax Milne,WR,14154,0,0.0,0,0.0,0,6,7,37.0,1,38.0,13.0,2.0,2.4906449001282454,15.7,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036671,7751
441,00-0036692,Miller Forristall,TE,2022,0,0.0,0,0.0,0,0,1,0.0,0,5.0,0.0,0.0,-0.5086181706283242,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036692,7854
442,00-0036727,Adam Prentice,FB,4044,1,2.0,0,1.0,0,1,1,2.0,0,3.0,-1.0,0.0,-0.5111973118036985,1.4,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,00-0036727,8025
443,00-0036741,Jack Stoll,TE,16176,0,0.0,0,0.0,0,10,13,117.0,0,85.0,48.0,5.0,7.6657127052603755,21.700000000000003,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036741,7946
444,00-0036754,Brock Wright,TE,18198,0,0.0,0,0.0,0,13,16,141.0,1,35.0,101.0,9.0,10.881860422872705,33.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036754,7891
445,00-0036825,Feleipe Franks,TE,2022,0,0.0,0,0.0,0,0,2,0.0,0,56.0,0.0,0.0,-1.094847114291042,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036825,7531
446,00-0036829,Caleb Huntley,RB,22242,75,364.0,1,18.0,0,2,2,3.0,0,-6.0,9.0,0.0,-0.7645436585880816,44.7,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,00-0036829,7741
447,00-0036841,Austin Trammell,WR,4044,0,0.0,0,0.0,0,2,4,13.0,0,30.0,0.0,1.0,0.3555282881716266,3.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036841,7746
448,00-0036842,Kene Nwangwu,RB,4044,4,1.0,0,0.0,0,1,1,5.0,0,3.0,2.0,0.0,-0.007714778883382678,7.6,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036842,7720
449,00-0036849,Tutu Atwell,WR,16176,7,27.0,0,1.0,0,11,21,237.0,1,448.0,46.0,8.0,5.358871964916629,43.400000000000006,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036849,7562
450,00-0036857,Chris Evans,RB,8088,0,0.0,0,0.0,0,3,4,38.0,1,55.0,8.0,2.0,2.309825017233379,12.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036857,7794
451,00-0036858,Jalen Camp,WR,2022,0,0.0,0,0.0,0,1,1,7.0,0,7.0,0.0,1.0,0.5108519167988561,1.7000000000000002,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036858,7789
452,00-0036862,Ben Skowronek,WR,26286,1,17.0,1,1.0,0,38,58,373.0,0,456.0,134.0,16.0,-2.4209985896595754,83.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036862,7757
453,00-0036875,Rhamondre Stevenson,RB,26286,164,742.0,4,39.0,0,58,70,385.0,1,-13.0,432.0,13.0,-2.378339059601881,200.70000000000002,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,00-0036875,7611
454,00-0036876,Kylen Granson,TE,24264,1,0.0,0,0.0,0,29,38,268.0,0,227.0,125.0,16.0,-2.1846692527795604,55.8,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,00-0036876,7602
455,00-0036877,Jaelon Darden,WR,6066,1,2.0,0,0.0,0,2,2,26.0,0,10.0,16.0,1.0,0.8616639436222613,4.800000000000001,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036877,
456,00-0036879,Sam Ehlinger,QB,4044,11,54.0,0,3.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,13.560000000000002,1.0,1,1,0.0,0.0,0.0,0.0,304.0,0,0,0,00-0036879,7583
457,00-0036880,Penei Sewell,T,2022,0,0.0,0,0.0,0,1,1,9.0,0,3.0,6.0,1.0,1.0604486900265329,1.9,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036880,
458,00-0036887,Luke Farrell,TE,6066,0,0.0,0,0.0,0,3,3,29.0,0,3.0,26.0,2.0,-1.3469911020365544,5.9,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0036887,7842
