,custom_points,matchup_id,players,players_points,points,roster_id,starters,starters_points,week
79,,4,"['CLE', '8155', '8146', '8132', '7839', '7564', '6943', '6843', '6786', '5927', '5844', '5010', '4985', '421']","{'CLE': 1.0, '8155': 19.1, '8146': 1.3, '8132': 5.1, '7839': 8.0, '7564': 28.7, '6943': 14.9, '6843': 0.0, '6786': 10.2, '5927': 5.7, '5844': 0.0, '5010': 1.7, '4985': 0.0, '421': 12.82}",92.32,10,"['421', '8155', '8132', '7564', '6786', '5010', '5927', '7839', 'CLE']","[12.82, 19.1, 5.1, 28.7, 10.2, 1.7, 5.7, 8.0, 1.0]",6
80,,3,"['GB', '7611', '7601', '6803', '650', '6126', '5970', '5850', '5001', '4018', '3321', '2309', '2307', '167']","{'GB': 2.0, '7611': 23.1, '7601': 7.9, '6803': 24.3, '650': 7.0, '6126': 7.7, '5970': 0.0, '5850': 0.0, '5001': 0.0, '4018': 14.8, '3321': 23.7, '2309': 12.4, '2307': 24.16, '167': 12.72}",127.72,11,"['167', '4018', '7611', '3321', '2309', '6126', '6803', '650', 'GB']","[12.72, 14.8, 23.1, 23.7, 12.4, 7.7, 24.3, 7.0, 2.0]",6
81,,2,"['LAR', '8142', '7670', '7591', '7042', '6801', '6770', '5967', '4098', '4033', '4029', '3969', '2505', '2374', '2319']","{'LAR': 11.0, '8142': 12.4, '7670': 10.2, '7591': 18.4, '7042': 6.0, '6801': 7.7, '6770': 32.5, '5967': 6.2, '4098': 1.2, '4033': 7.3, '4029': 14.8, '3969': 19.1, '2505': 0.0, '2374': 2.7, '2319': 8.4}",102.3,12,"['6770', '3969', '4029', '6801', '2374', '4033', '4098', '7042', 'LAR']","[32.5, 19.1, 14.8, 7.7, 2.7, 7.3, 1.2, 6.0, 11.0]",6
82,,6,"['SF', '8151', '7569', '6945', '6938', '6826', '59', '5095', '4988', '4039', '3271', '2747', '1689', '1166']","{'SF': 2.0, '8151': 18.0, '7569': 0.0, '6945': 6.8, '6938': 0.0, '6826': 2.0, '59': 3.0, '5095': 0.0, '4988': 7.5, '4039': 13.2, '3271': 1.2, '2747': 13.0, '1689': 13.6, '1166': 16.5}",77.0,13,"['1166', '4988', '8151', '4039', '1689', '3271', '6826', '59', 'SF']","[16.5, 7.5, 18.0, 13.2, 13.6, 1.2, 2.0, 3.0, 2.0]",6
83,,7,"['CHI', '8148', '8137', '8121', '7571', '7561', '7547', '6813', '5284', '5209', '5038', '4984', '4066', '1479', '1352', '1348']","{'CHI': 8.0, '8148': 0.0, '8137': 4.3, '8121': 4.1, '7571': 0.0, '7561': 0.0, '7547': 0.0, '6813': 0.0, '5284': -0.5, '5209': 0.9, '5038': 2.8, '4984': 25.36, '4066': 6.5, '1479': 0.0, '1352': 0.0, '1348': 13.0}",64.46,14,"['4984', '5209', '5284', '5038', '8137', '4066', '8121', '1348', 'CHI']","[25.36, 0.9, -0.5, 2.8, 4.3, 6.5, 4.1, 13.0, 8.0]",6
84,,6,"['BAL', '8172', '7594', '5872', '5849', '5022', '4962', '4950', '4663', '4137', '4111', '4082', '3242', '2197', '17', '1266']","{'BAL': 15.0, '8172': 8.1, '7594': 14.3, '5872': 6.9, '5849': 16.16, '5022': 0.0, '4962': 1.8, '4950': 13.6, '4663': 29.7, '4137': 0.0, '4111': 15.5, '4082': 10.4, '3242': 0.5, '2197': 6.6, '17': 0.0, '1266': 12.0}",108.56,1,"['5849', '4663', '3242', '2197', '5872', '8172', '4950', '1266', 'BAL']","[16.16, 29.7, 0.5, 6.6, 6.9, 8.1, 13.6, 12.0, 15.0]",7
85,,2,"['DAL', '8160', '8119', '7600', '7543', '6904', '5955', '5947', '5937', '5890', '4866', '4602', '4197', '391', '2449']","{'DAL': 26.0, '8160': 13.28, '8119': 0.0, '7600': 11.5, '7543': 17.4, '6904': 0.0, '5955': 7.0, '5947': 10.4, '5937': 7.0, '5890': 1.5, '4866': 15.5, '4602': 4.7, '4197': 0.0, '391': 3.0, '2449': 0.0}",98.78,2,"['8160', '4866', '7543', '5947', '5937', '4602', '5890', '391', 'DAL']","[13.28, 15.5, 17.4, 10.4, 7.0, 4.7, 1.5, 3.0, 26.0]",7
86,,2,"['NE', '8129', '7525', '7523', '7090', '6806', '6790', '6130', '5347', '5248', '503', '5012', '4983', '4171', '4040', '3271']","{'NE': 7.0, '8129': 13.7, '7525': 0.0, '7523': 18.7, '7090': 6.8, '6806': 0.0, '6790': 0.0, '6130': 0.0, '5347': 6.8, '5248': 18.6, '503': 11.0, '5012': 0.4, '4983': 16.1, '4171': 1.3, '4040': 21.9, '3271': 0.0}",87.6,3,"['7523', '8129', '5347', '4040', '7090', '5012', '4171', '503', 'NE']","[18.7, 13.7, 6.8, 21.9, 6.8, 0.4, 1.3, 11.0, 7.0]",7
87,,4,"['TB', '8112', '7553', '6828', '5133', '5110', '4199', '4149', '4068', '3225', '3163', '3161', '2133', '1433']","{'TB': 1.0, '8112': 1.4, '7553': 2.4, '6828': 1.5, '5133': 4.2, '5110': 5.9, '4199': 24.1, '4149': 4.8, '4068': 18.1, '3225': 25.5, '3163': 1.52, '3161': 0.0, '2133': 13.5, '1433': 2.0}",68.92,4,"['3163', '4199', '4149', '2133', '4068', '7553', '6828', '1433', 'TB']","[1.52, 24.1, 4.8, 13.5, 18.1, 2.4, 1.5, 2.0, 1.0]",7
88,,3,"['LV', 'BUF', '8205', '8154', '7526', '5906', '5846', '5086', '4046', '3214', '3198', '3164', '24', '1264']","{'LV': 10.0, 'BUF': 0.0, '8205': 4.3, '8154': 9.6, '7526': 10.8, '5906': 0.0, '5846': 1.7, '5086': 12.6, '4046': 26.92, '3214': 1.7, '3198': 15.3, '3164': 17.7, '24': 11.92, '1264': 13.0}",106.72,5,"['4046', '3164', '8154', '7526', '5846', '3214', '3198', '1264', 'LV']","[26.92, 17.7, 9.6, 10.8, 1.7, 1.7, 15.3, 13.0, 10.0]",7
89,,1,"['CIN', '8144', '7528', '6951', '6847', '5892', '4881', '4381', '4036', '3678', '3199', '2216', '1825', '1535', '1339']","{'CIN': 4.0, '8144': 14.1, '7528': 9.5, '6951': 21.3, '6847': 5.2, '5892': 12.2, '4881': 10.7, '4381': 9.62, '4036': 0.0, '3678': 11.0, '3199': 0.0, '2216': 14.1, '1825': 0.0, '1535': 0.0, '1339': 5.1}",85.9,6,"['4881', '7528', '5892', '2216', '6847', '1339', '8144', '3678', 'CIN']","[10.7, 9.5, 12.2, 14.1, 5.2, 5.1, 14.1, 11.0, 4.0]",7
90,,5,"['NO', '956', '8168', '8136', '7610', '7596', '6819', '6151', '5848', '5045', '4666', '4035', '2028', '1466', '1234']","{'NO': 2.0, '956': 3.7, '8168': -3.0, '8136': 3.7, '7610': 0.0, '7596': 0.0, '6819': 5.8, '6151': 0.0, '5848': 0.0, '5045': 3.8, '4666': 6.0, '4035': 14.0, '2028': 12.54, '1466': 12.8, '1234': 0.0}",64.34,7,"['2028', '4035', '956', '6819', '5045', '1466', '8136', '4666', 'NO']","[12.54, 14.0, 3.7, 5.8, 3.8, 12.8, 3.7, 6.0, 2.0]",7
91,,7,"['PIT', 'PHI', '947', '7588', '6797', '6794', '6783', '6768', '5916', '5185', '5000', '4958', '4089', '4037', '3294', '2320']","{'PIT': 1.0, 'PHI': 0.0, '947': 0.0, '7588': 0.0, '6797': 17.62, '6794': 0.0, '6783': 13.1, '6768': 15.94, '5916': 0.0, '5185': 8.5, '5000': 1.7, '4958': 6.0, '4089': 8.8, '4037': 8.0, '3294': 12.28, '2320': 6.0}",70.72,8,"['6797', '2320', '5000', '5185', '4037', '4089', '6783', '4958', 'PIT']","[17.62, 6.0, 1.7, 8.5, 8.0, 8.8, 13.1, 6.0, 1.0]",7
92,,6,"['LAC', '96', '6955', '6886', '6820', '5859', '4973', '4227', '4217', '4034', '2749', '1992', '1426', '1373']","{'LAC': 4.0, '96': 14.76, '6955': 0.0, '6886': 6.6, '6820': 9.2, '5859': 0.0, '4973': 7.8, '4227': 5.0, '4217': 18.8, '4034': 7.2, '2749': 18.9, '1992': 0.0, '1426': 14.3, '1373': 13.1}",87.9,9,"['1373', '4034', '6955', '6886', '1426', '4217', '2749', '4227', 'LAC']","[13.1, 7.2, 0.0, 6.6, 14.3, 18.8, 18.9, 5.0, 4.0]",7
93,,3,"['CLE', '8155', '8146', '8132', '7839', '7564', '6943', '6786', '5927', '5844', '5010', '4985', '421', '1837']","{'CLE': 6.0, '8155': 13.2, '8146': 4.4, '8132': 11.0, '7839': 5.0, '7564': 29.0, '6943': 0.0, '6786': 8.6, '5927': 15.8, '5844': 6.8, '5010': 6.5, '4985': 0.0, '421': 0.0, '1837': 16.32}",111.72,10,"['1837', '8155', '8132', '7564', '6786', '5844', '5927', '7839', 'CLE']","[16.32, 13.2, 11.0, 29.0, 8.6, 6.8, 15.8, 5.0, 6.0]",7
94,,4,"['GB', '7611', '7601', '6803', '650', '6126', '5970', '5850', '5001', '4018', '3321', '2309', '2307', '167']","{'GB': 9.0, '7611': 19.8, '7601': 3.6, '6803': 11.7, '650': 2.0, '6126': 0.0, '5970': 7.1, '5850': 35.0, '5001': 7.4, '4018': 16.6, '3321': 10.7, '2309': 8.9, '2307': 11.06, '167': 11.7}",97.8,11,"['167', '4018', '7611', '3321', '2309', '5001', '6803', '650', 'GB']","[11.7, 16.6, 19.8, 10.7, 8.9, 7.4, 11.7, 2.0, 9.0]",7
95,,1,"['LAR', 'DEN', '8142', '7591', '6801', '6770', '5967', '4098', '4033', '4029', '3969', '2747', '2505', '2374', '2319']","{'LAR': 0.0, 'DEN': 4.0, '8142': 5.2, '7591': 20.36, '6801': 11.8, '6770': 39.24, '5967': 11.9, '4098': 7.3, '4033': 10.6, '4029': 0.0, '3969': 3.6, '2747': 16.0, '2505': 0.0, '2374': 8.0, '2319': 8.3}",105.74,12,"['6770', '3969', '4098', '6801', '2374', '4033', '8142', '2747', 'DEN']","[39.24, 3.6, 7.3, 11.8, 8.0, 10.6, 5.2, 16.0, 4.0]",7
96,,5,"['NYJ', '8151', '7569', '7002', '6945', '6938', '6824', '5870', '5095', '4988', '4080', '4039', '2078', '1689', '1476']","{'NYJ': 7.0, '8151': 28.7, '7569': 4.8, '7002': 17.7, '6945': 15.2, '6938': 0.0, '6824': 7.1, '5870': 28.78, '5095': 10.0, '4988': 17.7, '4080': 8.8, '4039': 0.0, '2078': 0.0, '1689': 0.0, '1476': 9.3}",130.58,13,"['5870', '4988', '8151', '7569', '6824', '7002', '4080', '5095', 'NYJ']","[28.78, 17.7, 28.7, 4.8, 7.1, 17.7, 8.8, 10.0, 7.0]",7
97,,7,"['MIA', '8148', '8137', '8121', '7571', '7561', '7547', '6813', '5284', '5038', '4984', '4066', '3467', '1479', '1352', '1049']","{'MIA': 12.0, '8148': 0.0, '8137': 15.1, '8121': 0.0, '7571': 6.2, '7561': 0.0, '7547': 0.9, '6813': 12.0, '5284': 5.4, '5038': 0.0, '4984': 0.0, '4066': 8.7, '3467': 3.0, '1479': 2.1, '1352': 4.1, '1049': 2.88}",46.98,14,"['1049', '6813', '5284', '7547', '1479', '4066', '5038', '3467', 'MIA']","[2.88, 12.0, 5.4, 0.9, 2.1, 8.7, 0.0, 3.0, 12.0]",7
98,,7,"['IND', '8126', '7594', '7045', '6945', '5872', '5849', '5022', '4950', '4663', '4137', '4111', '4082', '2197', '1346', '1266']","{'IND': 5.0, '8126': 2.5, '7594': 0.0, '7045': 0.0, '6945': 17.2, '5872': 0.0, '5849': 25.64, '5022': 9.4, '4950': 5.5, '4663': 0.0, '4137': 0.0, '4111': 31.8, '4082': 9.4, '2197': 9.3, '1346': 5.3, '1266': 4.0}",117.24,1,"['5849', '4111', '6945', '2197', '4082', '5022', '4950', '1266', 'IND']","[25.64, 31.8, 17.2, 9.3, 9.4, 9.4, 5.5, 4.0, 5.0]",8
99,,1,"['DAL', '7608', '7600', '7543', '7042', '6904', '5955', '5947', '5937', '5890', '5846', '4866', '4602', '2449']","{'DAL': 12.0, '7608': 15.9, '7600': 7.7, '7543': 23.7, '7042': 10.0, '6904': 28.4, '5955': 1.1, '5947': 16.5, '5937': 6.0, '5890': 6.2, '5846': 14.5, '4866': 13.7, '4602': 6.0, '2449': 18.8}",131.9,2,"['6904', '4866', '7543', '2449', '5955', '7600', '5947', '7042', 'DAL']","[28.4, 13.7, 23.7, 18.8, 1.1, 7.7, 16.5, 10.0, 12.0]",8
100,,3,"['NE', '8150', '8129', '7525', '7523', '7090', '6806', '6790', '6130', '5248', '503', '5012', '4983', '4040', '3271', '1166']","{'NE': 9.0, '8150': 0.0, '8129': 12.6, '7525': 4.8, '7523': 7.82, '7090': 9.5, '6806': 0.0, '6790': 11.8, '6130': 8.8, '5248': 6.5, '503': 8.0, '5012': 4.8, '4983': 24.5, '4040': 0.0, '3271': 2.5, '1166': 22.48}",104.48,3,"['1166', '6790', '8129', '7525', '4983', '5012', '5248', '503', 'NE']","[22.48, 11.8, 12.6, 4.8, 24.5, 4.8, 6.5, 8.0, 9.0]",8
101,,3,"['TB', '8112', '7553', '6828', '5133', '5110', '4199', '4149', '4068', '3225', '3163', '3161', '2133', '1433']","{'TB': 5.0, '8112': 5.1, '7553': 16.5, '6828': 6.8, '5133': 22.9, '5110': 0.0, '4199': 17.7, '4149': 21.1, '4068': 0.0, '3225': 11.3, '3163': 18.14, '3161': 0.0, '2133': 0.7, '1433': 3.0}",100.24,4,"['3163', '4199', '4149', '2133', '3225', '7553', '6828', '1433', 'TB']","[18.14, 17.7, 21.1, 0.7, 11.3, 16.5, 6.8, 3.0, 5.0]",8
102,,4,"['LV', 'BUF', '8205', '8154', '7527', '7526', '5906', '5880', '5086', '4046', '3214', '3198', '3164', '24', '1264']","{'LV': 0.0, 'BUF': 5.0, '8205': 0.0, '8154': 2.0, '7527': 11.66, '7526': 26.6, '5906': 8.0, '5880': 8.1, '5086': 0.0, '4046': 0.0, '3214': 2.7, '3198': 35.3, '3164': 0.0, '24': 0.0, '1264': 8.0}",99.36,5,"['7527', '3164', '8154', '7526', '5880', '3214', '3198', '1264', 'BUF']","[11.66, 0.0, 2.0, 26.6, 8.1, 2.7, 35.3, 8.0, 5.0]",8
103,,1,"['ATL', '8144', '7528', '6951', '6847', '5892', '4881', '4381', '4036', '3678', '3199', '2216', '1825', '1535', '1339']","{'ATL': 8.0, '8144': 7.7, '7528': 8.96, '6951': 6.5, '6847': 14.4, '5892': 6.0, '4881': 21.82, '4381': 7.78, '4036': 0.0, '3678': 5.0, '3199': 0.0, '2216': 15.3, '1825': 0.0, '1535': 0.0, '1339': 11.4}",98.58,6,"['4881', '7528', '5892', '2216', '6847', '1339', '8144', '3678', 'ATL']","[21.82, 8.96, 6.0, 15.3, 14.4, 11.4, 7.7, 5.0, 8.0]",8
104,,6,"['NO', '956', '8168', '8136', '8111', '7610', '7596', '6819', '6151', '5848', '5045', '4666', '4035', '2028', '1466', '1234']","{'NO': 16.0, '956': 0.7, '8168': 0.0, '8136': 5.8, '8111': 2.5, '7610': 0.0, '7596': 0.0, '6819': 8.8, '6151': 13.8, '5848': 0.0, '5045': 1.8, '4666': 14.0, '4035': 38.3, '2028': 2.94, '1466': 0.0, '1234': 14.78}",98.14,7,"['2028', '4035', '6151', '6819', '5045', '8111', '7596', '4666', 'NO']","[2.94, 38.3, 13.8, 8.8, 1.8, 2.5, 0.0, 14.0, 16.0]",8
105,,7,"['PHI', '947', '7588', '6797', '6794', '6783', '6768', '5916', '5185', '5000', '4993', '4958', '4089', '4037', '3294', '2320']","{'PHI': 16.0, '947': 9.1, '7588': 0.0, '6797': 0.0, '6794': 12.8, '6783': 15.3, '6768': 29.18, '5916': 4.0, '5185': 0.0, '5000': 1.4, '4993': 11.3, '4958': 7.0, '4089': 0.0, '4037': 10.5, '3294': 26.4, '2320': 12.7}",116.0,8,"['3294', '5916', '2320', '6794', '4037', '4993', '6783', '4958', 'PHI']","[26.4, 4.0, 12.7, 12.8, 10.5, 11.3, 15.3, 7.0, 16.0]",8
106,,5,"['SEA', '96', '6955', '6886', '6820', '5859', '5119', '4973', '4227', '4217', '4034', '2749', '1426', '1373']","{'SEA': 14.0, '96': 16.22, '6955': 1.7, '6886': 10.54, '6820': 0.0, '5859': 36.6, '5119': 8.0, '4973': 6.2, '4227': 0.0, '4217': 11.4, '4034': 35.26, '2749': 7.2, '1426': 27.9, '1373': 19.08}",169.98,9,"['1373', '4034', '2749', '6886', '1426', '4217', '5859', '5119', 'SEA']","[19.08, 35.26, 7.2, 10.54, 27.9, 11.4, 36.6, 8.0, 14.0]",8
107,,2,"['JAX', 'CLE', '8155', '8146', '8132', '7839', '7607', '7564', '6943', '6786', '5927', '5844', '5010', '4985', '421', '1837']","{'JAX': 5.0, 'CLE': 14.0, '8155': 0.0, '8146': 14.5, '8132': 16.0, '7839': -1.0, '7607': 8.1, '7564': 0.0, '6943': 4.5, '6786': 16.3, '5927': 13.6, '5844': 9.5, '5010': 4.2, '4985': 0.0, '421': 17.38, '1837': 17.7}",89.38,10,"['421', '7607', '8132', '5927', '6786', '5844', '6943', '7839', 'JAX']","[17.38, 8.1, 16.0, 13.6, 16.3, 9.5, 4.5, -1.0, 5.0]",8
108,,5,"['SF', '7611', '7601', '6803', '650', '6126', '5970', '5850', '5001', '4018', '3321', '2309', '2307', '167']","{'SF': 3.0, '7611': 17.8, '7601': 19.9, '6803': 17.1, '650': 21.0, '6126': 4.8, '5970': -0.8, '5850': 6.4, '5001': 10.4, '4018': 9.4, '3321': 25.5, '2309': 20.6, '2307': 24.42, '167': 17.1}",131.2,11,"['167', '4018', '7611', '3321', '2309', '5001', '5850', '650', 'SF']","[17.1, 9.4, 17.8, 25.5, 20.6, 10.4, 6.4, 21.0, 3.0]",8
109,,2,"['LAR', 'DEN', '8142', '7591', '7002', '6801', '6770', '5967', '4098', '4033', '4029', '3969', '2747', '2505', '2374', '2319']","{'LAR': 3.0, 'DEN': 8.0, '8142': 8.0, '7591': 26.04, '7002': 2.4, '6801': 12.4, '6770': 13.48, '5967': 33.2, '4098': 9.2, '4033': 0.0, '4029': 22.6, '3969': 13.3, '2747': 11.0, '2505': 0.0, '2374': 11.8, '2319': 0.0}",128.18,12,"['6770', '3969', '4029', '6801', '2374', '7002', '5967', '2747', 'DEN']","[13.48, 13.3, 22.6, 12.4, 11.8, 2.4, 33.2, 11.0, 8.0]",8
110,,4,"['TEN', '8172', '8151', '6938', '6850', '6824', '5870', '5095', '4988', '4080', '4039', '2078', '1689', '1476']","{'TEN': 9.0, '8172': 10.7, '8151': 11.7, '6938': 0.0, '6850': 0.0, '6824': 10.1, '5870': 8.04, '5095': 0.0, '4988': 24.9, '4080': 5.0, '4039': 18.9, '2078': 0.0, '1689': 9.7, '1476': 12.4}",87.24,13,"['5870', '4988', '8151', '4039', '1689', '6850', '4080', '5095', 'TEN']","[8.04, 24.9, 11.7, 18.9, 9.7, 0.0, 5.0, 0.0, 9.0]",8
111,,6,"['MIA', '8148', '8137', '7606', '7571', '7561', '7547', '6813', '6039', '5995', '5038', '4984', '4195', '4066', '1479', '1352']","{'MIA': 1.0, '8148': 0.0, '8137': 0.0, '7606': 0.0, '7571': 0.0, '7561': 0.0, '7547': 10.4, '6813': 4.6, '6039': 0.6, '5995': 2.8, '5038': 6.9, '4984': 19.62, '4195': 5.0, '4066': 13.5, '1479': 0.0, '1352': 0.6}",55.32,14,"['4984', '6813', '6039', '7547', '1352', '4066', '7571', '4195', 'MIA']","[19.62, 4.6, 0.6, 10.4, 0.6, 13.5, 0.0, 5.0, 1.0]",8
112,,7,"['MIN', '8259', '8126', '8121', '7594', '7045', '6945', '5872', '5849', '5022', '4950', '4663', '4137', '4111', '4082', '2750', '2197']","{'MIN': 6.0, '8259': 8.0, '8126': 0.0, '8121': 2.3, '7594': 0.0, '7045': 0.0, '6945': 5.7, '5872': 0.0, '5849': 17.0, '5022': 20.0, '4950': 17.6, '4663': 19.6, '4137': 8.9, '4111': 3.1, '4082': 15.6, '2750': 7.8, '2197': 0.0}",112.6,1,"['5849', '4111', '4663', '4082', '4950', '5022', '6945', '8259', 'MIN']","[17.0, 3.1, 19.6, 15.6, 17.6, 20.0, 5.7, 8.0, 6.0]",9
113,,2,"['DAL', 'BAL', '7608', '7600', '7543', '7042', '6904', '5947', '5937', '5890', '5846', '4866', '4602', '2449']","{'DAL': 0.0, 'BAL': 10.0, '7608': 2.3, '7600': 0.0, '7543': 25.6, '7042': 6.0, '6904': 18.02, '5947': 3.9, '5937': 0.0, '5890': 0.0, '5846': 12.2, '4866': 0.0, '4602': 4.4, '2449': 11.8}",94.22,2,"['6904', '7608', '7543', '2449', '5947', '4602', '5846', '7042', 'BAL']","[18.02, 2.3, 25.6, 11.8, 3.9, 4.4, 12.2, 6.0, 10.0]",9
114,,4,"['NYG', 'NE', '8150', '8129', '7525', '7523', '7090', '6806', '6790', '6130', '5230', '5012', '4983', '4040', '3271', '2078', '1166']","{'NYG': 0.0, 'NE': 26.0, '8150': 0.0, '8129': 13.9, '7525': 3.2, '7523': 15.7, '7090': 14.0, '6806': 0.0, '6790': 6.5, '6130': 6.8, '5230': 1.0, '5012': 0.0, '4983': 3.4, '4040': 13.8, '3271': 0.0, '2078': 0.0, '1166': 17.4}",85.5,3,"['1166', '6130', '8129', '7525', '4040', '3271', '4983', '5230', 'NE']","[17.4, 6.8, 13.9, 3.2, 13.8, 0.0, 3.4, 1.0, 26.0]",9
115,,2,"['TB', '8112', '7553', '7551', '6828', '5133', '5110', '4199', '4149', '4068', '3225', '3163', '2133', '17']","{'TB': 8.0, '8112': 0.8, '7553': 3.7, '7551': 4.6, '6828': 4.4, '5133': 1.2, '5110': 0.0, '4199': 5.5, '4149': 10.1, '4068': 0.0, '3225': 6.9, '3163': 12.38, '2133': 31.6, '17': 3.0}",80.08,4,"['3163', '4199', '7551', '2133', '3225', '7553', '6828', '17', 'TB']","[12.38, 5.5, 4.6, 31.6, 6.9, 3.7, 4.4, 3.0, 8.0]",9
116,,5,"['LV', 'BUF', '8205', '8154', '7527', '7526', '5906', '5880', '5086', '4046', '3214', '3198', '3164', '24', '1264']","{'LV': 2.0, 'BUF': 6.0, '8205': 1.4, '8154': 4.8, '7527': 9.68, '7526': 17.0, '5906': 4.0, '5880': 2.6, '5086': 1.7, '4046': 35.14, '3214': 7.0, '3198': 23.5, '3164': 0.0, '24': 0.0, '1264': 10.0}",81.98,5,"['7527', '8205', '8154', '7526', '5880', '3214', '3198', '1264', 'BUF']","[9.68, 1.4, 4.8, 17.0, 2.6, 7.0, 23.5, 10.0, 6.0]",9
117,,1,"['KC', '8144', '7528', '6951', '6847', '5892', '4881', '4381', '4036', '3678', '3199', '2216', '1825', '1535', '1339']","{'KC': 4.0, '8144': 10.1, '7528': 0.0, '6951': 3.2, '6847': 1.0, '5892': 4.9, '4881': 16.52, '4381': 1.12, '4036': 0.0, '3678': 7.0, '3199': 0.0, '2216': 6.5, '1825': 0.0, '1535': 17.8, '1339': 12.5}",80.32,6,"['4881', '1535', '5892', '2216', '6847', '1339', '8144', '3678', 'KC']","[16.52, 17.8, 4.9, 6.5, 1.0, 12.5, 10.1, 7.0, 4.0]",9
