,custom_points,matchup_id,players,players_points,points,roster_id,starters,starters_points,week
156,,7,"['NE', '8129', '7569', '7525', '7523', '7090', '6806', '6790', '6528', '6130', '5012', '4983', '4040', '3271', '1166']","{'NE': 2.0, '8129': 3.1, '7569': 7.4, '7525': 7.0, '7523': 22.94, '7090': 0.0, '6806': 0.0, '6790': 8.3, '6528': 7.0, '6130': 8.5, '5012': 8.0, '4983': 18.3, '4040': 5.3, '3271': 0.0, '1166': 22.86}",72.14,3,"['7523', '6790', '8129', '7525', '4040', '5012', '6130', '6528', 'NE']","[22.94, 8.3, 3.1, 7.0, 5.3, 8.0, 8.5, 7.0, 2.0]",12
157,,3,"['DEN', '8112', '7606', '7553', '6828', '5230', '4199', '4149', '4068', '4066', '4017', '3225', '3163', '2133']","{'DEN': 2.0, '8112': 3.9, '7606': 0.0, '7553': 0.0, '6828': 16.3, '5230': 6.0, '4199': 17.4, '4149': 9.6, '4068': 0.0, '4066': 0.9, '4017': 0.0, '3225': 2.6, '3163': 17.6, '2133': 10.9}",70.9,4,"['3163', '4199', '4149', '2133', '3225', '4066', '8112', '5230', 'DEN']","[17.6, 17.4, 9.6, 10.9, 2.6, 0.9, 3.9, 6.0, 2.0]",12
158,,7,"['BUF', '8154', '7527', '7526', '6083', '5906', '5880', '5086', '4046', '3214', '3198', '3164', '24', '1264']","{'BUF': 9.0, '8154': 19.5, '7527': 22.28, '7526': 11.0, '6083': 5.0, '5906': 2.7, '5880': 2.4, '5086': 7.6, '4046': 19.4, '3214': 13.8, '3198': 12.2, '3164': 16.0, '24': 9.16, '1264': 14.0}",106.2,5,"['4046', '3198', '8154', '5880', '7526', '5906', '3164', '1264', 'BUF']","[19.4, 12.2, 19.5, 2.4, 11.0, 2.7, 16.0, 14.0, 9.0]",12
159,,1,"['KC', '8144', '7528', '7002', '6951', '6847', '5892', '4881', '4381', '4036', '3678', '3199', '2216', '1535', '1339']","{'KC': 11.0, '8144': 8.7, '7528': 10.4, '7002': 0.0, '6951': 0.0, '6847': 5.4, '5892': 12.8, '4881': 22.06, '4381': 2.5, '4036': 1.4, '3678': -1.0, '3199': 0.0, '2216': 4.1, '1535': 8.6, '1339': 0.0}",76.66,6,"['4881', '1535', '5892', '8144', '2216', '7002', '7528', '3678', 'KC']","[22.06, 8.6, 12.8, 8.7, 4.1, 0.0, 10.4, -1.0, 11.0]",12
160,,5,"['NO', '956', '8136', '8111', '7610', '7596', '6819', '6151', '5848', '5045', '4666', '4035', '2028', '1992', '1466', '1234']","{'NO': 5.0, '956': 1.0, '8136': 15.4, '8111': 0.0, '7610': 0.0, '7596': 13.0, '6819': 15.6, '6151': 29.5, '5848': 7.6, '5045': 10.5, '4666': 8.0, '4035': 2.0, '2028': 22.8, '1992': 0.0, '1466': 13.7, '1234': 7.48}",107.18,7,"['1234', '4035', '6151', '6819', '5045', '1466', '8136', '4666', 'NO']","[7.48, 2.0, 29.5, 15.6, 10.5, 13.7, 15.4, 8.0, 5.0]",12
161,,3,"['PHI', '96', '7588', '6955', '6938', '6886', '6794', '6768', '5347', '5185', '4137', '4089', '4082', '2320', '1433']","{'PHI': 6.0, '96': 11.5, '7588': 0.0, '6955': 0.0, '6938': 3.7, '6886': 6.1, '6794': 24.84, '6768': 15.96, '5347': 0.3, '5185': 3.4, '4137': 18.5, '4089': 5.8, '4082': 1.3, '2320': 0.0, '1433': 3.0}",82.5,8,"['6768', '4137', '6938', '6794', '5185', '4089', '4082', '1433', 'PHI']","[15.96, 18.5, 3.7, 24.84, 3.4, 5.8, 1.3, 3.0, 6.0]",12
162,,1,"['WAS', 'SEA', '8135', '6820', '6783', '5859', '4973', '4227', '4217', '4034', '3294', '2749', '2359', '1426', '1373']","{'WAS': 7.0, 'SEA': 1.0, '8135': 15.0, '6820': 0.0, '6783': 0.0, '5859': 9.6, '4973': 8.7, '4227': 14.0, '4217': 4.1, '4034': 6.9, '3294': 15.84, '2749': 0.0, '2359': 13.0, '1426': 16.7, '1373': 19.32}",105.62,9,"['1373', '4034', '2359', '5859', '1426', '4217', '8135', '4227', 'WAS']","[19.32, 6.9, 13.0, 9.6, 16.7, 4.1, 15.0, 14.0, 7.0]",12
163,,4,"['NYJ', '8155', '8146', '8132', '7839', '7607', '7564', '6943', '6786', '5927', '5844', '503', '4985', '421', '2161', '1837']","{'NYJ': 9.0, '8155': 0.0, '8146': 23.9, '8132': 5.4, '7839': 9.0, '7607': 4.6, '7564': 0.0, '6943': 5.8, '6786': 14.7, '5927': 7.3, '5844': 12.8, '503': 11.0, '4985': 0.0, '421': 0.0, '2161': 4.1, '1837': 13.28}",82.58,10,"['1837', '7607', '2161', '5927', '6786', '5844', '6943', '503', 'NYJ']","[13.28, 4.6, 4.1, 7.3, 14.7, 12.8, 5.8, 11.0, 9.0]",12
164,,6,"['GB', '8228', '8150', '7611', '6803', '6650', '650', '6126', '5850', '5001', '4018', '3321', '2309', '2307', '167']","{'GB': 1.0, '8228': 0.0, '8150': 7.5, '7611': 15.7, '6803': 9.0, '6650': 6.0, '650': 15.0, '6126': 0.0, '5850': 45.3, '5001': 17.1, '4018': 0.0, '3321': 12.0, '2309': 12.9, '2307': 14.86, '167': 18.04}",133.86,11,"['2307', '5850', '7611', '3321', '2309', '5001', '6803', '6650', 'GB']","[14.86, 45.3, 15.7, 12.0, 12.9, 17.1, 9.0, 6.0, 1.0]",12
165,,6,"['TB', 'CAR', '8142', '7591', '6801', '6770', '5967', '4993', '4958', '4098', '4033', '4029', '3969', '2505', '2374', '2319']","{'TB': 6.0, 'CAR': 12.0, '8142': 0.0, '7591': 0.0, '6801': 20.9, '6770': 18.0, '5967': 7.1, '4993': 0.0, '4958': 3.0, '4098': 2.6, '4033': 11.4, '4029': 7.6, '3969': 0.0, '2505': 0.0, '2374': 14.3, '2319': 10.0}",96.9,12,"['6770', '5967', '4029', '2374', '6801', '4033', '4098', '4958', 'CAR']","[18.0, 7.1, 7.6, 14.3, 20.9, 11.4, 2.6, 3.0, 12.0]",12
166,,2,"['MIA', '8205', '8151', '7670', '6853', '6826', '6824', '5870', '5374', '5248', '5095', '4988', '4080', '4039', '1689']","{'MIA': 21.0, '8205': 15.1, '8151': 16.4, '7670': 7.1, '6853': 10.4, '6826': 3.2, '6824': 2.6, '5870': 13.52, '5374': 3.6, '5248': 8.2, '5095': 9.0, '4988': 19.7, '4080': 22.0, '4039': 0.0, '1689': 16.6}",107.62,13,"['5870', '8151', '4988', '7670', '6824', '6826', '8205', '5095', 'MIA']","[13.52, 16.4, 19.7, 7.1, 2.6, 3.2, 15.1, 9.0, 21.0]",12
167,,2,"['SF', '8167', '8137', '8130', '7571', '7565', '7561', '7547', '6813', '5284', '5038', '4984', '4195', '3242', '1479']","{'SF': 17.0, '8167': 19.0, '8137': 9.2, '8130': 0.6, '7571': 0.0, '7565': 1.3, '7561': 5.3, '7547': 23.4, '6813': 17.3, '5284': 11.7, '5038': 8.8, '4984': 29.92, '4195': 11.0, '3242': 0.2, '1479': 13.4}",133.52,14,"['4984', '5284', '6813', '7547', '1479', '8130', '8137', '4195', 'SF']","[29.92, 11.7, 17.3, 23.4, 13.4, 0.6, 9.2, 11.0, 17.0]",12
168,,3,"['BAL', '8259', '8148', '6945', '6797', '6149', '5985', '5872', '5849', '5022', '4950', '4663', '4147', '4111', '4037']","{'BAL': 6.0, '8259': 7.0, '8148': 0.0, '6945': 6.9, '6797': 16.1, '6149': 12.0, '5985': 3.7, '5872': 9.3, '5849': 0.0, '5022': 0.0, '4950': 13.4, '4663': 9.7, '4147': 18.5, '4111': 0.0, '4037': 10.3}",94.0,1,"['6797', '4147', '4663', '5872', '4950', '5985', '4037', '8259', 'BAL']","[16.1, 18.5, 9.7, 9.3, 13.4, 3.7, 10.3, 7.0, 6.0]",13
169,,6,"['DAL', '7608', '7600', '7543', '7042', '6904', '5947', '5937', '5917', '5890', '5846', '4866', '4602', '2449', '2197', '1476']","{'DAL': 22.0, '7608': 0.0, '7600': 9.1, '7543': 5.1, '7042': 7.0, '6904': 33.4, '5947': 3.7, '5937': 8.5, '5917': 0.0, '5890': 0.0, '5846': 22.7, '4866': 16.6, '4602': 1.5, '2449': 18.7, '2197': 0.0, '1476': 8.1}",142.7,2,"['6904', '4866', '1476', '2449', '5846', '7600', '7543', '7042', 'DAL']","[33.4, 16.6, 8.1, 18.7, 22.7, 9.1, 5.1, 7.0, 22.0]",13
170,,7,"['PIT', 'NE', '8129', '8122', '7525', '7523', '7090', '6806', '6790', '6528', '6130', '5012', '4983', '4040', '3271', '1166']","{'PIT': 4.0, 'NE': 5.0, '8129': 11.0, '8122': 14.3, '7525': 18.7, '7523': 16.36, '7090': 0.0, '6806': 0.0, '6790': 19.1, '6528': 8.0, '6130': 11.1, '5012': 7.4, '4983': 0.0, '4040': 5.0, '3271': 2.4, '1166': 11.82}",101.66,3,"['7523', '6790', '8129', '7525', '4040', '5012', '6130', '6528', 'NE']","[16.36, 19.1, 11.0, 18.7, 5.0, 7.4, 11.1, 8.0, 5.0]",13
171,,4,"['DEN', '8112', '7606', '7553', '6828', '5230', '4199', '4149', '4068', '4066', '4017', '3225', '3163', '2133']","{'DEN': 13.0, '8112': 12.5, '7606': 0.0, '7553': 0.0, '6828': 19.4, '5230': 19.0, '4199': 7.5, '4149': 9.5, '4068': 0.0, '4066': 11.5, '4017': 6.34, '3225': 8.0, '3163': 21.6, '2133': 33.7}",121.04,4,"['4017', '4199', '4149', '2133', '3225', '4066', '8112', '5230', 'DEN']","[6.34, 7.5, 9.5, 33.7, 8.0, 11.5, 12.5, 19.0, 13.0]",13
172,,6,"['BUF', '8154', '7527', '7526', '6083', '5906', '5880', '5086', '4046', '3214', '3198', '3164', '24', '1264']","{'BUF': 6.0, '8154': 11.1, '7527': 11.5, '7526': 1.4, '6083': 14.0, '5906': 0.0, '5880': 6.5, '5086': 8.1, '4046': 19.82, '3214': 2.3, '3198': 4.8, '3164': 16.6, '24': 11.12, '1264': 4.0}",70.22,5,"['4046', '3198', '8154', '5880', '7526', '5906', '3164', '1264', 'BUF']","[19.82, 4.8, 11.1, 6.5, 1.4, 0.0, 16.6, 4.0, 6.0]",13
173,,1,"['KC', '8144', '7528', '7002', '6951', '6847', '5892', '4881', '4381', '4036', '3678', '3199', '2216', '1535', '1339']","{'KC': 1.0, '8144': 8.5, '7528': 9.7, '7002': 0.0, '6951': 0.0, '6847': 7.3, '5892': 14.7, '4881': 1.34, '4381': 12.34, '4036': 11.0, '3678': 10.0, '3199': 0.0, '2216': 7.9, '1535': 6.0, '1339': 0.0}",71.48,6,"['4881', '1535', '5892', '8144', '2216', '4381', '7528', '3678', 'KC']","[1.34, 6.0, 14.7, 8.5, 7.9, 12.34, 9.7, 10.0, 1.0]",13
174,,4,"['NO', '956', '8136', '8111', '7610', '7596', '6819', '6151', '5848', '5045', '4666', '4035', '2028', '1992', '1466', '1234']","{'NO': 7.0, '956': 7.4, '8136': 12.9, '8111': 11.8, '7610': 0.0, '7596': 2.7, '6819': 2.6, '6151': 10.8, '5848': 0.0, '5045': 0.0, '4666': 14.0, '4035': 4.7, '2028': 17.0, '1992': 0.0, '1466': 4.6, '1234': 9.66}",73.6,7,"['2028', '4035', '6151', '6819', '5045', '1466', '8136', '4666', 'NO']","[17.0, 4.7, 10.8, 2.6, 0.0, 4.6, 12.9, 14.0, 7.0]",13
175,,2,"['PHI', '96', '7588', '6955', '6938', '6886', '6794', '6768', '6039', '5347', '5185', '4137', '4089', '4082', '2320', '1433']","{'PHI': 10.0, '96': 13.68, '7588': 0.0, '6955': 1.0, '6938': 18.5, '6886': 2.3, '6794': 15.1, '6768': 14.8, '6039': 7.1, '5347': 2.3, '5185': 9.2, '4137': 0.0, '4089': 10.5, '4082': 11.6, '2320': 0.0, '1433': 13.0}",95.7,8,"['6768', '5347', '6938', '6794', '5185', '4089', '6886', '1433', 'PHI']","[14.8, 2.3, 18.5, 15.1, 9.2, 10.5, 2.3, 13.0, 10.0]",13
176,,2,"['WAS', 'SEA', '8135', '6820', '6783', '5859', '4973', '4227', '4217', '4034', '3294', '2749', '2359', '1426', '1373']","{'WAS': 8.0, 'SEA': 9.0, '8135': 9.0, '6820': 0.0, '6783': 8.5, '5859': 27.9, '4973': 2.2, '4227': 5.0, '4217': 3.2, '4034': 24.6, '3294': 17.8, '2749': 3.0, '2359': 0.4, '1426': 0.0, '1373': 22.98}",109.58,9,"['1373', '4034', '2359', '5859', '6783', '4217', '8135', '4227', 'WAS']","[22.98, 24.6, 0.4, 27.9, 8.5, 3.2, 9.0, 5.0, 8.0]",13
177,,5,"['NYJ', '8146', '8132', '7839', '7607', '7564', '6943', '6786', '5927', '5844', '503', '421', '2161', '1837']","{'NYJ': 2.0, '8146': 20.2, '8132': 5.2, '7839': 10.0, '7607': 0.0, '7564': 13.2, '6943': 8.5, '6786': 17.9, '5927': 20.5, '5844': 5.3, '503': 8.0, '421': 0.0, '2161': 13.0, '1837': 2.24}",84.64,10,"['1837', '8132', '2161', '5927', '6786', '5844', '6943', '7839', 'NYJ']","[2.24, 5.2, 13.0, 20.5, 17.9, 5.3, 8.5, 10.0, 2.0]",13
178,,5,"['GB', '8228', '8150', '7611', '6803', '6650', '650', '6126', '5850', '5001', '4018', '3321', '2309', '2307', '167']","{'GB': 10.0, '8228': 2.9, '8150': 0.9, '7611': 9.8, '6803': 7.1, '6650': 9.0, '650': 3.0, '6126': 0.0, '5850': 19.0, '5001': 4.3, '4018': 0.0, '3321': 25.1, '2309': 6.0, '2307': 11.38, '167': 18.14}",95.68,11,"['2307', '5850', '7611', '3321', '2309', '5001', '6803', '650', 'GB']","[11.38, 19.0, 9.8, 25.1, 6.0, 4.3, 7.1, 3.0, 10.0]",13
179,,7,"['TB', '8142', '7591', '6801', '6770', '5967', '4993', '4958', '4098', '4033', '4029', '3969', '2505', '2374', '2319']","{'TB': 3.0, '8142': 16.6, '7591': 21.26, '6801': 11.0, '6770': 30.04, '5967': 23.6, '4993': 0.0, '4958': 5.0, '4098': 7.4, '4033': 0.0, '4029': 15.3, '3969': 11.1, '2505': 0.0, '2374': 23.3, '2319': 2.6}",118.64,12,"['6770', '5967', '4029', '2374', '6801', '4033', '4098', '4958', 'TB']","[30.04, 23.6, 15.3, 23.3, 11.0, 0.0, 7.4, 5.0, 3.0]",13
180,,3,"['CLE', '8205', '8151', '7670', '6853', '6826', '6824', '5870', '5374', '5248', '5095', '4988', '4080', '4039', '1689']","{'CLE': 31.0, '8205': 15.2, '8151': 3.6, '7670': 9.5, '6853': 4.9, '6826': 10.2, '6824': 11.9, '5870': 16.1, '5374': 2.0, '5248': 1.2, '5095': 10.0, '4988': 8.0, '4080': 2.6, '4039': 0.0, '1689': 3.7}",107.3,13,"['5870', '8151', '4988', '1689', '7670', '6826', '8205', '5095', 'CLE']","[16.1, 3.6, 8.0, 3.7, 9.5, 10.2, 15.2, 10.0, 31.0]",13
181,,1,"['SF', '8172', '8167', '8137', '8130', '7571', '7561', '7547', '6996', '6813', '5284', '5038', '4984', '4195', '3242', '1479']","{'SF': 19.0, '8172': 11.5, '8167': 22.9, '8137': 0.7, '8130': 0.0, '7571': 0.0, '7561': 0.0, '7547': 29.1, '6996': 0.0, '6813': 11.8, '5284': 0.3, '5038': 16.3, '4984': 15.92, '4195': 5.0, '3242': 5.6, '1479': 17.8}",133.32,14,"['4984', '5284', '6813', '7547', '1479', '8172', '8167', '4195', 'SF']","[15.92, 0.3, 11.8, 29.1, 17.8, 11.5, 22.9, 5.0, 19.0]",13
182,,2,"['LV', '8259', '8138', '6945', '6797', '6012', '5985', '5872', '5849', '5022', '4950', '4663', '4147', '4111', '4037']","{'LV': 8.0, '8259': 11.0, '8138': 2.0, '6945': 0.0, '6797': 18.48, '6012': 4.4, '5985': 0.0, '5872': 11.4, '5849': 0.66, '5022': 0.0, '4950': 7.0, '4663': 20.4, '4147': 8.9, '4111': 8.0, '4037': 7.9}",92.18,1,"['6797', '4111', '4663', '5872', '4950', '5985', '4037', '8259', 'LV']","[18.48, 8.0, 20.4, 11.4, 7.0, 0.0, 7.9, 11.0, 8.0]",14
183,,7,"['DAL', '7608', '7600', '7543', '7042', '6904', '5947', '5937', '5917', '5890', '5846', '4866', '4455', '4197', '2449', '1476']","{'DAL': 5.0, '7608': 0.0, '7600': 10.8, '7543': 3.2, '7042': 9.0, '6904': 30.38, '5947': 0.0, '5937': 11.2, '5917': 0.0, '5890': 0.0, '5846': 15.6, '4866': 5.8, '4455': 2.5, '4197': 4.3, '2449': 5.2, '1476': 4.6}",89.58,2,"['6904', '7543', '1476', '2449', '5846', '7600', '4866', '7042', 'DAL']","[30.38, 3.2, 4.6, 5.2, 15.6, 10.8, 5.8, 9.0, 5.0]",14
184,,6,"['PIT', 'NE', '8129', '8122', '7525', '7090', '6806', '6790', '6130', '5012', '4983', '4958', '4040', '3271', '1166']","{'PIT': 4.0, 'NE': 21.0, '8129': 10.8, '8122': 14.7, '7525': 14.9, '7090': 0.0, '6806': 18.0, '6790': 5.4, '6130': 4.8, '5012': 2.7, '4983': 0.6, '4958': 11.0, '4040': 17.9, '3271': 2.1, '1166': 25.0}",83.1,3,"['1166', '6790', '8122', '7525', '4983', '5012', '6130', '4958', 'PIT']","[25.0, 5.4, 14.7, 14.9, 0.6, 2.7, 4.8, 11.0, 4.0]",14
185,,5,"['DEN', '8112', '7606', '7553', '6828', '5230', '4199', '4149', '4068', '4066', '4017', '3225', '3163', '2133']","{'DEN': 7.0, '8112': 0.0, '7606': 0.0, '7553': 0.0, '6828': 0.0, '5230': 11.0, '4199': 0.0, '4149': 3.7, '4068': 20.6, '4066': 33.7, '4017': 17.34, '3225': 0.0, '3163': 26.1, '2133': 8.6}",81.34,4,"['4017', '4199', '4149', '2133', '3225', '4066', '8112', '5230', 'DEN']","[17.34, 0.0, 3.7, 8.6, 0.0, 33.7, 0.0, 11.0, 7.0]",14
186,,5,"['BUF', '8154', '7526', '6984', '6083', '5906', '5880', '5086', '4046', '3214', '3198', '3164', '24', '1264']","{'BUF': 15.0, '8154': 0.0, '7526': 4.1, '6984': 0.7, '6083': 6.0, '5906': 12.1, '5880': 0.0, '5086': 2.5, '4046': 22.78, '3214': 8.5, '3198': 17.0, '3164': 15.6, '24': 0.0, '1264': 11.0}",100.78,5,"['4046', '3198', '3164', '7526', '5086', '5906', '6984', '1264', 'BUF']","[22.78, 17.0, 15.6, 4.1, 2.5, 12.1, 0.7, 11.0, 15.0]",14
187,,1,"['KC', '8210', '8144', '7528', '7083', '6847', '5892', '5536', '5119', '4881', '4381', '4036', '3199', '2216', '1535', '1339']","{'KC': 15.0, '8210': 15.5, '8144': 0.0, '7528': 12.0, '7083': 5.62, '6847': 0.0, '5892': 0.0, '5536': 0.0, '5119': 7.0, '4881': 0.0, '4381': 0.0, '4036': 2.0, '3199': 0.0, '2216': 6.4, '1535': 0.0, '1339': 0.0}",63.52,6,"['7083', '5536', '7528', '2216', '4036', '8210', '6847', '5119', 'KC']","[5.62, 0.0, 12.0, 6.4, 2.0, 15.5, 0.0, 7.0, 15.0]",14
188,,3,"['TEN', '8136', '8111', '7610', '7596', '6819', '6151', '5848', '5045', '4951', '4035', '2747', '2028', '1992', '1466', '1234']","{'TEN': -4.0, '8136': 7.2, '8111': 4.8, '7610': 0.0, '7596': 9.0, '6819': 0.0, '6151': 28.0, '5848': 5.4, '5045': 0.0, '4951': 18.4, '4035': 0.0, '2747': 6.0, '2028': 4.58, '1992': 0.0, '1466': 9.1, '1234': 26.58}",79.48,7,"['2028', '8136', '6151', '5848', '4951', '1466', '8111', '2747', 'TEN']","[4.58, 7.2, 28.0, 5.4, 18.4, 9.1, 4.8, 6.0, -4.0]",14
189,,1,"['PHI', '7588', '6938', '6886', '6794', '6768', '5347', '5185', '4177', '4137', '4089', '4082', '2320', '1433', '1352']","{'PHI': 10.0, '7588': 0.0, '6938': 7.8, '6886': 0.0, '6794': 27.8, '6768': 12.6, '5347': 1.2, '5185': 0.0, '4177': 7.2, '4137': 20.4, '4089': 5.3, '4082': 0.0, '2320': 0.0, '1433': 4.0, '1352': 7.4}",102.5,8,"['6768', '4137', '6938', '6794', '1352', '4089', '4177', '1433', 'PHI']","[12.6, 20.4, 7.8, 27.8, 7.4, 5.3, 7.2, 4.0, 10.0]",14
190,,3,"['WAS', 'SEA', '6820', '6783', '5859', '4227', '4217', '4034', '3294', '2749', '2359', '1426', '1373']","{'WAS': 0.0, 'SEA': 1.0, '6820': 0.0, '6783': 29.3, '5859': 15.0, '4227': 11.0, '4217': 4.8, '4034': 28.3, '3294': 14.66, '2749': 4.9, '2359': 2.7, '1426': 8.4, '1373': 22.56}",123.06,9,"['1373', '4034', '2359', '6783', '5859', '4217', '1426', '4227', 'SEA']","[22.56, 28.3, 2.7, 29.3, 15.0, 4.8, 8.4, 11.0, 1.0]",14
191,,6,"['MIN', '8146', '8132', '7839', '7607', '7564', '6943', '6786', '5927', '5844', '5089', '503', '421', '2161', '1837', '1049']","{'MIN': -1.0, '8146': 10.8, '8132': 0.0, '7839': 4.0, '7607': 0.5, '7564': 23.5, '6943': 4.6, '6786': 5.8, '5927': 0.0, '5844': 7.7, '5089': 9.72, '503': 2.0, '421': 0.0, '2161': 28.9, '1837': 0.0, '1049': 17.76}",97.96,10,"['1049', '7607', '2161', '7564', '6786', '5844', '8146', '7839', 'MIN']","[17.76, 0.5, 28.9, 23.5, 5.8, 7.7, 10.8, 4.0, -1.0]",14
192,,4,"['BAL', '8228', '8150', '7611', '6803', '6650', '650', '6126', '5850', '5001', '4018', '3321', '2309', '2307', '167']","{'BAL': 11.0, '8228': 3.7, '8150': 3.4, '7611': 2.0, '6803': 12.7, '6650': 0.0, '650': 11.0, '6126': 0.0, '5850': 18.4, '5001': 11.7, '4018': 11.6, '3321': 22.1, '2309': 5.2, '2307': 0.0, '167': 12.12}",105.12,11,"['167', '5850', '7611', '3321', '2309', '5001', '4018', '650', 'BAL']","[12.12, 18.4, 2.0, 22.1, 5.2, 11.7, 11.6, 11.0, 11.0]",14
193,,7,"['TB', '8142', '7591', '6801', '6770', '5967', '4993', '49', '4098', '4033', '4029', '3969', '2505', '2374', '2319']","{'TB': -1.0, '8142': 0.0, '7591': 0.0, '6801': 0.0, '6770': 17.56, '5967': 20.2, '4993': 0.0, '49': 5.0, '4098': 2.2, '4033': 15.2, '4029': 7.1, '3969': 7.6, '2505': 0.0, '2374': 14.5, '2319': 3.4}",80.76,12,"['6770', '5967', '4029', '2374', '6801', '4033', '4098', '49', 'TB']","[17.56, 20.2, 7.1, 14.5, 0.0, 15.2, 2.2, 5.0, -1.0]",14
194,,4,"['CLE', '8205', '8151', '7670', '7594', '6826', '6824', '6149', '5870', '5857', '5248', '5095', '4988', '4039', '1689']","{'CLE': 4.0, '8205': 10.8, '8151': 0.0, '7670': 7.3, '7594': 17.4, '6826': 0.0, '6824': 15.4, '6149': 5.2, '5870': 19.36, '5857': 0.0, '5248': 6.6, '5095': 12.0, '4988': 6.9, '4039': 0.0, '1689': 16.0}",91.76,13,"['5870', '4988', '8205', '1689', '7670', '5857', '6824', '5095', 'CLE']","[19.36, 6.9, 10.8, 16.0, 7.3, 0.0, 15.4, 12.0, 4.0]",14
195,,2,"['SF', '8172', '8167', '8137', '8130', '7571', '7561', '7547', '6813', '5284', '5209', '5038', '4984', '4195', '3242', '1479']","{'SF': 12.0, '8172': 5.7, '8167': 0.0, '8137': 9.3, '8130': 4.3, '7571': 0.0, '7561': 0.0, '7547': 10.4, '6813': 0.0, '5284': 1.6, '5209': 3.9, '5038': 5.0, '4984': 20.58, '4195': 12.0, '3242': 0.2, '1479': 15.2}",86.38,14,"['4984', '5284', '5209', '7547', '1479', '8172', '5038', '4195', 'SF']","[20.58, 1.6, 3.9, 10.4, 15.2, 5.7, 5.0, 12.0, 12.0]",14
